title,location,minimum_qual,preferred_qual,responsibilities,education&experience
SoC Packaging Engineer,"Santa Clara Valley (Cupertino), California, United States","5+ years experience in Semiconductor Packaging Process, Design and Material development.
Expert in packaging assembly processes including SMT, die prep, die attach, flip chip, underfilling, wire bonding, molding, singulation and back-end processes.
Expert in materials characterization and analysis, DOE, reliability standards and FA techniques.
Excellent communication skills that can enable the candidate to work well with internal cross functional teams and overseas suppliers.
Ability to work independently and take on projects with minimum supervision.
Excellent engineering problem solving with strong physics and fundamentals.
Familiar with package design softwares, APD, etc.
Working knowledge in memory device architecture, design, test, etc.
Strong program management skill",,"•Responsible to lead packaging assembly technology development.
•Work with cross functional team and lead SoC Package integration and architecture efforts.
•Work with foundry and OSAT to bring packaging solution from concept to HVM.
•Drive industry with advanced Package solutions, new material development, and specs. 
•5 % International travel.","•Ph.D. or M.S. in Chemical Engineering, Materials Science, Mechanical Engineering, or Physics."
iOS Frameworks Engineer,"Santa Clara Valley (Cupertino), California, United States","Deep understanding of Algorithms & Data Structures
Passionate problem solver, building the best solutions for the most important problems
Ability to communicate thoughtfully, leveraging problem-solving skills and a learning mindset to build long-term relationships
Thorough understanding of scalability, reliability, power, and performance, on iOS, both theory and practice
Knowledge of and experience with Machine Learning is preferred
Intimate knowledge of iOS APIs - CoreFoundation, Metal, SQLite, CoreML…
Working knowledge of governance/security concepts and technologies including (encryption, anonymization, PCI, PII, HIPAA, etc.)
4+ years proficient experience in Objective-C development on iOS
At least 6+ hands-on software development experience with C/C++/ObjectiveC or Swift",,"We are looking for a team member with a strong foundation in computer science theory and industry experience. In this role, you will develop iOS frameworks leveraged by one of Apple’s newest customer-facing apps.

You will have a proven ability to solve problems, interest in continuous learning and digging deep into the domain when necessary.

Job functions include:

*Multi-function collaboration during data discovery, review of data specifications and identification of data with the potential to improve machine learning services
*Scoping, design, and implementation of reliable iOS framework for data processing
*Data cleaning, feature development, and on-device data product governance
*Full lifecycle analytic model ownership including model selection, training, evaluation, deployment, and maintenance","BSc or MS in Computer Science or related technical field, equivalent work experience will be considered."
Sr. CAD Timing Engineer,"Austin, Texas, United States","Typically requires 8+ years of hands on experience in static timing analysis and/or design optimization flows
Familiar with STA of large high-performance SoC or Processor designs in deep sub-micron technologies
Strong analytical skills and ability to identify high ROI opportunities
Proficiency with optimization algorithms, data modeling, and mathematical representations
Proven software engineering background and experience with C++, Python, Perl, Tcl programming languages and database technologies
Deep understanding of cross-talk, variation, margins, and constraints
Good communicator who can accurately assess, describe issues to management and follow solutions through to completion
Familiarity with timing and power ECO techniques and implementation is a plus",,"As a Sr. CAD Timing Engineer, you will:
-  Deliver methodology and tool solutions for static timing closure and power optimization
-  Develop and apply a high performance, persistent design database with timing queries
-  Apply data science and ML analytics to quantify, mine, and predict intriguing patterns
-  Deploy innovative modeling and optimization solvers to achieve globally optimal targets
-  Prudently apply best-in-class algorithms for value-adding design solutions
-  Deep analysis of timing paths and power bottlenecks to isolate key issues
-  Implement infrastructure to facilitate analytics and visualization
-  Partner with silicon design, CAD, and EDA partners to identify flow deficiencies and enact creative remedies","BS, MS/PhD* preferred, degree in technical field (*if fewer years of experience)"
"Education Development Executive, Thailand","Bangkok, Bangkok, Thailand","You have exceptional knowledge of the education market and an understanding of effective classroom technology.
Familiarity of the Apple education eco-system and proficiency in iTunes U, iBooks Author, iLife and iWork Suite and other Apple software and services.
An Education degree is required. Masters level preferable.
Experience in an academic leadership position preferred.
Experience as a classroom teacher or lecturer, and/or curriculum consultant
A solid understanding of the Thailand education system with a preference for having taught within this system.
Outstanding presentation skills.
Position requires a high level of energy and willingness to go the extra mile","• Ability to work well in groups and without routine direct supervision.
• Take initiative and challenge the status quo.
• Deliver more than the customer expects.
• Be dependable and reliable – follow-up quickly and consistently.
• Demonstrate a positive and approachable demeanor.
The people here at Apple don’t just create products — they create the kind of wonder that’s revolutionised entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry- leading environmental efforts. Join Apple, and help us leave the world better than we found it.
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity.","• Drive Apple’s core education messaging with a particular focus on influencing education leadership; institution, sector, multiplier organisations
• Presenting Apple solutions to the education market and demonstrating how Apple solutions can best meet customer needs. Presentations are provided to groups at seminars, briefings, conferences, and workshops, as well as for individual strategic accounts.
• Delivering professional development to strategic accounts in the use of Apple technology.
• Driving Apple’s core education messages of 1:1 computing and blended learning environments and effectively messaging all Apple solutions.
• Be an education thought leader and trusted advisor to school and tertiary leadership teams.
• Providing education expertise and guidance to customers to ensure effective implementation of Apple products and solutions. Monitor education customers after the sale for effective use.
• Supporting the efforts of Apple Distinguished Schools in Thailand.
• Support Apple Distinguished Educators in Thailand.
• Working alongside Business Development Executives, Systems Engineers and other Development Executives to design, implement and execute on the strategic sales plan for the country.
• Mentoring Account Executives and Systems Engineers on Apple education messaging to their customers.
• Develop and support a partner driven professional development network that can scale to meet the needs of a growing customer base. Premised on the ACN-PD network and in conjunction with Apple Professional Development.
• Supporting all education conferences and Apple events in assigned region","Exceptional knowledge of the education market and an understanding of effective classroom technology is a must.
Strong knowledge of the Apple education eco-system and high level of proficiency in iTunes U, iBooks Author, iLife and iWork Suite and other Apple software and services.
An Education degree is required. Masters level preferable.
Experience in an academic leadership position preferred.
Experience as a classroom teacher or lecturer, and/or curriculum consultant 
A solid understanding of the Thailand education system with a preference for having taught within this system.
Outstanding presentation skills.
Position requires a high level of energy and extended hours on a daily basis"
AppleCare Partner Relations Advisor - Sacramento Site,"Sacramento, California, United States","Experience troubleshooting customer inquires via phone related to software, billing, account access, and other customer support needs that may arise
Experience supporting customers via phone, e-mail, chat, and/or in person
Passion for customer service and ownership of the customer experience including comprehensive issue resolution
Able to effectively tailor communication and style to differing audiences
Able to self manage and work independently in a fast-paced, constantly changing environment
Thrives on a team where expertise is shared and feedback is welcomed
Effective time management including ability to multi-task, organize and prioritize
Able to research and grasp information across multiple tools while talking with customers","Available to attend approximately 5-6 weeks of required training on a fixed schedule that may include weekends
Flexible to work between the hours of 7:00 a.m. CST and 10:30 p.m. CST including weekends and holidays, with the possibility to flex up or down hours depending upon business needs
Successful completion of a pre-employment assessment and background check
Successful completion of initial training
Able to meet minimum typing speed of 40 WPM while talking with customers","We expect everything from an Advisor that our customers do and we want Apple to be a reflection of the world around us. As our customers’ point of contact, you’ll be the friendly voice of Apple, providing world-class customer service, troubleshooting, and support. We’ll rely on you to listen to our customers and use your expertise, creativity, and passion to meet their needs — and remind them that behind our great products are amazing people. Because we believe our individual backgrounds, perspectives, and passions help us create the ideas that move all of us forward. We’ll train you to be the best.

As an AppleCare Partner Relations Advisor, you’ll provide developer program support to some of the world’s most exciting companies. When developers have questions or issues related to our programs and products, you’ll respond to their requests and provide extraordinary customer service. We’ll count on you to identify when to contact other Apple support and escalation teams. You’ll use your business knowledge and analytical skills to make certain that the content of Advisor tools and developer services web pages are up to date and to diagnose and report the source of repeat issues. In short, you’ll be the face of developers’ experience with Apple.

This position comes with competitive pay, great benefits, eligibility to participate in our company stock plan, time off, an employee discount, and dedicated resources to support your ongoing growth and career development.",
CPU Performance Simulation - Platform Architecture,"Santa Clara Valley (Cupertino), California, United States","MS or Ph.D. with more than 3 years of experience working with simulators and CPU performance models
Deep understanding of CPU architecture and microarchitecture, as well as the ARM architecture
Proficient in C and C++
Proficient in scripting languages such as Perl, Python and Ruby
Ability to problem solve and prove your own ideas
Knowledge and experience with common simulation strategies
Knowledge of OS internals and compiler technology a plus",,"You will own or participate in the following:  
Collaborate with CPU team to architect and implement CPU simulators and performance models 
Maintain and optimize existing performance models 
Develop and implement visualization extensions to help with data analysis 
Drive integration of CPU model with other simulators",MS or PhD EE/ECE/EECS or related field
"Sr Applied Research Scientist - Recommendations, Apple Media Products","Santa Clara Valley (Cupertino), California, United States","Experience with MapReduce strongly preferred.
Familiarity with following programming tools preferred: Hadoop, Spark, Java, Scala, Python, R, Tensorflow, CUDA.
Strong knowledge of data mining, Big Data and statistical models.
Large distributed systems and performance tuning experience.
Experience with CPU architectures: Intel i386 and x86_64 family; ARM family.
Knowledge of protocols and standards: Transport Stream file format; HTTP and HTTPS.
Ability to handle high workload and multiple responsibilities.
Strong written & oral communication skills.",,"- Research, design and develop machine learning models for iTunes & App store recommendations. Propose, prototype and evaluate the algorithm improvements. 
- Build personalized recommender systems for Apple Music, Apps & Games Recommendations, Video, Podcast and Books Recommendations using one or more of the following methods: Deep Learning, Matrix Factorization, Factorization Machines, Text Mining, NLP, Learn to Rank models etc.  
- Build a pipeline for analyzing big data that consists of both content and user data on Hadoop using map/reduce techniques.  
- Adapt machine learning algorithms to large scale data (big data).  
- Develop and build cross validation for your models.  
- Conduct human judgments and A/B experiments, improve ranking models based test data. Derive insights from the experimentation and convert them into feature improvements.  
- Ship production quality code for the offline model building and work with engineering team to develop/deploy the run time system for the model.  
- Analyze software performance problems and implement optimizations.  
- Active contribution to identify areas of improvement in personalization and recommendation products. Ability to adapt latest in literature in the area to build efficient and scalable models.","MS in Machine Learning or Statistics or related degree or equivalent experience. PhD preferred.  


Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants."
Site Reliability Engineer - Apple Media Products,"Santa Clara Valley (Cupertino), California, United States","5+ years of managing services in a large scale *nix environment
Experience with DevOps tools, processes, and culture. Experience with Puppet, Chef or Ansible is a plus
Experience with AWS
A systematic, test-and-measure approach to continually improving service operations
Understanding of standard networking protocols and components such as: HTTP, DNS, TCP/IP, ICMP and Load Balancing.
Experience with configuration management tools
Practical knowledge of shell scripting and at least one scripting language (i.e. Perl, Python, PHP)
Strong hands-on knowledge in Unix/Linux environment
Strong understanding of J2EE application servers
Track record of practical problem solving, excellent communication, and documentation skills
Experience with monitoring tools such as Nagios, Splunk highly preferred.
Good understanding of Java is a major plus
Working knowledge of Oracle Database is a plus
Understanding of cryptography is a plus","Python, OEL 6, Netscaler, ESXi, Isilon, netapp systems, Cisco familiarity","The successful candidate will be highly self-motivated with a passion for excellence, quality and detail. The SRE will not only support operations, but also work closely with the development engineers within the team to aid in architectural design and assist with the implementation of complex features. Responsibilities of the SRE include the following: - Passion for quality and automation, an ability to understand complex systems and a desire to constantly make things better. - Determine optimal configurations for application software, application servers (i.e. JBoss, Tomcat, etc.), database connections and indexes, HSM drivers, etc. - Develop and maintain scripts used for environment monitoring and task automation (Perl, Shell, PHP, etc.) - Deploy, support and monitor new platforms and application stacks - Set priorities and work efficiently in a fast-paced environment - Measure and optimize system performance - Plan and manage capacity of the systems - Explore and evaluate new technologies and solutions to push the capabilities forward, getting ahead of customers’ needs, innovate and continually improve - Strong communication skills and ability to work effectively across multiple business and technical teams - Demonstrate ability to deliver results on time with high quality.","Prefer a BS in engineering, computer science or other technical disciplines plus 5 years of related experience."
"Site Reliability Engineer, Radar Clients","Santa Clara Valley (Cupertino), California, United States","5+ years of managing services in a large scale *nix environment
Good understanding of Java and ability to analyze issues and solve complex problems across large ecosystems
Practical knowledge of shell scripting and at least one scripting language (I.e. Perl, Python, Ruby)
Experience with DevOps tools, processes, and culture. Experience with Puppet, Chef or Ansible is a plus
A systematic, test-and-measure approach to continually improving service operations
Understanding of standard networking protocols and components such as: HTTP, DNS, TCP/IP, ICMP and Load Balancing.
Experience with configuration management tools
Experience in Databases & SQL
Strong hands-on knowledge in Unix/Linux environment
Track record of practical problem solving, excellent communication, and documentation skills
Experience with monitoring tools such as Nagios, Splunk highly preferred.
Understanding of cryptography is a plus","- We seek a self starter, visionary person with strong leadership capabilities.
- Exceptional communication skills, for collaborating across many participating teams.
- You will interact with many other group’s internal team to lead and deliver best-in-class products in an exciting fast-paced environment.
- Dynamic, smart people and inspiring, innovative technologies are the norm here. Will you join us in crafting solutions that do not yet exist?","The successful candidate will be highly self-motivated with a passion for excellence, quality and detail. The SRE will not only support operations, but also work closely with the development engineers within the team to aid in architectural design and assist with the implementation of complex features. 

Responsibilities of the SRE include the following:

- Passion for quality and automation, an ability to understand complex systems and a desire to constantly make things better.
- Determine optimal configurations for application software, application servers, database connections and indexes, HSM drivers, etc. 
- Develop and maintain scripts used for environment monitoring and task automation (Perl, Shell, Python, Ruby, etc.) 
- Deploy, support and monitor new platforms and application stacks 
- Set priorities and work efficiently in a fast-paced environment
- Measure and optimize system performance
- Plan and manage capacity of the systems
- Explore and evaluate new technologies and solutions to push the capabilities forward, getting ahead of customers’ needs, innovate and continually improve
- Strong communication skills and ability to work effectively across multiple business and technical teams
- Demonstrate ability to deliver results on time with high quality","Prefers a BS in engineering, computer science or other technical disciplines plus 5 years of related experience"
AppleCare iTunes Support Advisor (Korean Support),"Singapore, Singapore, Singapore","- Minimum 2 years experience navigating and resolving various customer inquires
- Experience supporting customers via phone, e-mail, chat, and/or in person
- Passion for customer service and ownership of the customer experience including comprehensive issue resolution
- Able to effectively tailor communication and style to differing audiences
- Able to self manage and work independently in a fast-paced, constantly changing environment
- Thrives on a team where expertise is shared and feedback is welcomed
- Effective time management including ability to multi-task, organize and prioritize
- Able to research and grasp information across multiple tools while talking with customers
- Fluent in English and Korean, ability to read and write Korean","- Available to attend approximately 5-6 weeks of required training on a fixed schedule that may include weekends
- Successful completion of a pre-employment assessment and background check
- Successful completion of initial training
- Able to meet minimum typing speed of 40 WPM while talking with customers
ADDITIONAL INFORMATION
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.","We expect everything from an Advisor that our customers do and we want Apple to be a reflection of the world around us. As our customers’ point of contact, you’ll be the friendly voice of Apple, providing world-class customer service, troubleshooting, and support. We’ll rely on you to listen to our customers and use your expertise, creativity, and passion to meet their needs — and remind them that behind our great products are amazing people. Because we believe our individual backgrounds, perspectives, and passions help us create the ideas that move all of us forward. We’ll train you to be the best.

As an AppleCare iTunes Customer Support Advisor, you’ll support a variety of customers including end users and educational institutions. You’ll provide excellent customer service, diagnose issues, and handle account and product questions. You will resolve issues typically focused around specific product segments addressing both hardware and software issues. You will be responsible for reporting/escalating issues and problems through appropriate channels.

This position comes with competitive pay, great benefits, eligibility to participate in our company stock plan, time off, an employee discount, and dedicated resources to support your ongoing growth and career development. ",
"Commerce Engineer, Apple Media Products","Santa Clara Valley (Cupertino), California, United States","Strong computer science background and fundamental knowledge
Exceptional programming skills with Java, or other Object-oriented Language
Deep experience in Unix/Linux
Experience working in a large code base
Experience with distributed systems and highly availability applications
Development experience with NoSQL store and relational database
Experience in batch data processing and realtime stream data processing
Experience in data aggregation and feature engineering for machine learning application
Familiarity with scalability and performance issues
Excellent judgment and integrity with the ability to make timely and sound decisions
Interest in the commerce domain",,"If you like the stimulation and challenges of building systems and features exposed to hundreds of millions of transacting users, and you want to make a difference, you will find Apple Media Products Engineering to be a fast-paced, rewarding environment where the best engineers and scientists collaborate to deliver fantastic products and features to our customers.

This position is for a Software Engineer within the Apple Media Products Commerce team. We are seeking an engineer with experience implementing large scale distributed systems, deep knowledge in NoSQL as well as Relational DB, and great skills in data processing of both batch and realtime manner.

The ideal candidate will be able to work independently, to drive a project from inception to production deployment with a strong focus on performance to get the most out of your systems' designs and implementations, no matter what the scale. You will care about measuring, profiling, tuning but you will also be able to think outside the box and question assumptions. You should be a great teammate and have excellent communication and presentation skills.",A BS/MS/  in Computer Engineering/Computer Science is required.
Sr. Manager of Enterprise Voice Services,"Santa Clara Valley (Cupertino), California, United States","Manage a global team of Voice, Video and AV Engineers covering a variety of platforms and services.
Responsible for global strategy on Unified Communication
Video Conferencing infrastructure with CUCM, Acano/CMS, TMS and globally deployed video endpoints and WebEx, bridging services
Voice Infrastructure, Audio codes Gateways, call center routing
Innovation focused technology deployments
Global AV infrastructure supporting conference rooms, auditoriums, NOCs
Manage system patching/vulnerabilities and ensure platform uptime",,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. 

Our mission will be to improve the global enterprise voice, video and AV technology vision, roadmap and strategy. You will engage in designing, implementing and operating state-of-the-art end user services that span hardware, software, applications, and support for all of Apple’s enterprise. This position will work closely with the entire Collaboration and Productivity Team to build integrated experiences that work across the whole portfolio of tools. 

-  Understand new technology as it comes together and help track and facilitate any cross functional tasks that are needed.

-  You should be able to clearly communicate requirements and status at the engineering and executive level.

-  You should enjoy challenging and innovative projects and thrive in a fast-paced environment where accountability is paramount. 

-  This job requires superb communication skills to work cross functionally with other organizations within and outside of Apple. ","BS/MS in Computer Science or related field, or equivalent work experience. "
Graphics Logic Performance Engineer - Cache/MMU,"Santa Clara Valley (Cupertino), California, United States","5+ years of logic design/performance analysis experience
Strong background in memory hierarchy design including cache, MMU and on chip interconnect network
Strong background in computer architecture
Experience in characterizing performance, executing comparison studies, and debugging performance issues
Low power design techniques
Experience with Verilog, HDL, C, C++
Experience with GPU design is a plus
Experience with scripting languages
Ability to work well in a team in order to be productive under aggressive project schedules",,"Debug system-level functional and performance issues.
Validate the functionality and quantify the performance benefit of the features and algorithms implemented in HW or SW.
Conduct studies and contribute solutions to functional performance challenges related to GPU memory system.
Participate in micro-architecture specification and RTL logic design in the GPU team.
Work with verification team for functional simulation and debug.

You will go beyond the industry norm and demonstrate creativity in problem solving, ability to think dynamically and outside of standard convention, and adapt quickly to new technical areas.

We promote innovation and new technology The people who work here have reinvented and defined entire industries with the Mac, iPhone, iPad, Apple TV, Apple Watch, AirPods, HomePod and a multitude of groundbreaking Accessories. We have done the same with services, including iTunes, the App Store, Apple Music, and Apple Pay. The same passion for innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it. You should join us to help deliver the next amazing Apple product.",MSEE preferred; or BSEE plus equivalent level of experience.
Technical Recruiter - Contract,"Santa Clara Valley (Cupertino), California, United States","3+ years of full-lifecycle recruiting experience with a high-performing company
Proven background in using innovative research & sourcing methods to hire for niche areas and ‘hard to fill’ roles.
Experience in partnering effectively with all types of teams and levels of professionals.
Exceptional closing and negotiation skills required.
Ability to dive into the details with meticulous organization and prioritization skills",,"As a Technical Recruiter at Apple, your main goal is to identify, assess, and bring top talent to Apple. Apple Recruiters are strategic partners for the business they support, and compelling ambassadors of Apple. You will be responsible for guiding hiring managers and candidates through Apple’s selection process, performing full lifecycle recruiting, and maintaining excellent relations with hiring managers, candidates, and the community at large. This position is technically focused so experience with leading-edge software and hardware products is essential.  

- Partner and maintain positive relationships with the hiring team, recruiting team members, and have a keen sense of negotiation with all “customers” throughout the recruiting process. 
- Have deep understanding of the complete recruiting function, including: research, sourcing, networking, behavior based interviewing and closing. 
- Develop effective and timely communication approaches that include: actively keeping others informed, appropriately expressing ideas and thoughts, verbally and/or in written form. 
- Maintain flexibility to deal with ambiguity and the evolving needs of the business environment. 
- Stay informed of trends and innovative recruiting techniques in order to be competitive in state-of-the-art recruiting practices.",BA/BS preferred
Camera & Photos - Computational Photography Scientist,"Santa Clara Valley (Cupertino), California, United States","5-10 years combined research and practical experience in developing algorithms for image processing, depth/disparity estimation, optical flow, object tracking, image registration.
Strong coding skills in C, C++, and Python Basic knowledge of Objective-C Strong analytical and problem solving skill.
Demonstrated leadership in both research and development.
Excellent written and verbal communications.
Ability to work hands-on in cross functional teams.
Possess an understanding and have experience in productizing or publishing your research results.","Skills in OpenGL/OpenCL/Metal would be a plus.
OS X or iOS development experience would be a plus.","You will demonstrate your research background and knowledge of computer vision to build, develop and enhance Apple technologies. 

You will develop ideas and concepts into commercially viable algorithms. 

You are up-to-date with the latests developments in computer vision, both in academia and in industry, and will be able to leverage your knowledge to work and influence Apple's products. ","M.S. or PhD in Computer Science or a related field (mathematics, physics or computer
engineering), ideally with a focus or related work on imaging, computer vision, or machine learning."
"Subscription Monetization Analyst, App Store","Santa Clara Valley (Cupertino), California, United States","3+ years analyzing a subscription business, with mobile app experience preferred
Proven ability to synthesize insights from data and industry sources then package those insights into persuasive, impactful proposals
Strong quantitative analytics skills, with expertise in Excel/Numbers; experience with statistical software packages or programming a plus
Excellent presentation, communication and interpersonal skills, with strong attention to detail
Outstanding relationship management skills and ability to foster strong internal and external relationships
Demonstrated ability to work both independently and in a team environment
Proven approach to problem solving and eagerness to adjust to rapidly-changing business priorities and challenges
A self-starter who is dedicated and demonstrates critical thinking abilities",,"Do you enjoy discovering solutions to complex business problems? Are you a curious and collaborative person? As Subscription Monetization Analyst, you'll support the development of the App Store’s subscription business intelligence for internal partners (including Business Development, Scaled Engagement, Product and others), with an end goal of providing effective, growth-minded guidance to developers. You will:

-  Help to identify new opportunities and inform future strategy by analyzing the current subscriptions business.

-  Define and evangelize best-in-class uses of platform features and the business model.

-  Prepare clear, compelling recommendations for cross-functional teams based on their strategic goals.

-  Set success metrics for growth and help design solutions for tracking against them.

-  Help internal partners evaluate the impact of their efforts and propose actionable next steps.",BA/BS degree; MBA or advanced degree preferred
SoC Power Modeling Engineer,"Santa Clara Valley (Cupertino), California, United States","We are looking for applicants with experience in SOC power simulation and modeling, hardware power simulation and analysis flow.
Familiarity with ASIC power analysis and optimization.
Familiarity with Verilog and System Verilog.
Familiarity with script writing in Python, Perl or Tcl.
Experience with SOC power modeling, low power design and power optimization.
Familiarity with power impact at architecture, logic design, and circuit levels.
Familiarity with multimedia data processing is a plus.
Familiarity with SOC design flow and methodology.
Familiarity with power simulation and power optimization.
Silicon power measurement experience is a plus.
Strong communication skills are a pre-requisite since you will collaborate with a lot of different groups.","Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.","Imagine yourself at the center of our SOC design effort, collaborating with all disciplines, playing a strategic role of getting functional products to millions of customers quickly.
You will have the opportunity to integrate and come-up with new ideas, as well as work with a team of talented engineers. The main responsibility of this role is to drive the SOC power modeling and optimization for very power efficient products:
- Work with architects to resolve interesting use-cases to simulate.
- Provide power projection for the future projects based on analysis.
- Create test cases within the design verification team’s environment.
- Work with logic teams to determine the correct functionality or enhance functionality for power reduction.
- Work with Architecture and design team to model the SOC power for use cases.
- Develop IP power model on new architecture design, providing power data for performance/power/area trade-offs.
- Work with multi-functional teams on improving power modeling.
- Understand interactions of the product at the software and system level that impact power.",BSEE/MSEE or Computer Science required.
Platform Architecture - Cellular Modem Systems Architect,"Munich, Bavaria-Bayern, Germany","- We are counting on your years of wireless system engineering experience in physical layer modeling and design (such as physical layer procedures, algorithm development for layer 1 signal processing, link level systems modeling etc.)
- We expect you have reached deep understanding of wireless radio standards (can include but not limited to 5G-NR, LTE, UMTS, 802.11ax, 802.11ad) and their implications on physical layer algorithms and procedures
- We trust your proven background in physical layer systems engineering including requirements analysis and algorithm modeling too
- We will rely on your strong skills in coding signal processing algorithms (preferably in C/C++, or other object oriented languages, MATLAB, etc.)
- You can demonstrate your ability to effectively lead multi-functional teams, and proficiency in leading technical initiatives
- Your documentation skills and ability to develop detailed system architecture and design documentation are superb
- Your communication skills are excellent, and you have experience working with international teams",,"-  You will analyze modem system requirements (including link level, physical layer procedures, application level performance etc.) based on wireless standards and product requirements

-  You will set system performance targets for wireless subsystems, and drive the modem baseband architecture with other teams

-  You will develop wireless signal processing / baseband algorithms, and generate bit-true models for verification with the digital team

-  You will own development and documentation of system performance models and drive multi-functional system engineering tasks related to product performance optimization

-  You will drive and direct internal and external teams for consistent analysis, modeling, tracking and reporting of modem physical layer performance (such as link level and system level performance)

-  You will collaborate with cellular chipset vendors to ensure consistency of chipset architecture with modem system requirements, such as RF performance, system control architecture, HW / SW interface architectures and longer term technology roadmaps 

-  You will create intellectual property

-  You will prepare and drive project decisions related to physical layer system architecture","Bachelor's, Master's, or Ph.D. in Electrical Engineering, Computer Science, or Computer Engineering.

Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, and individuals with disabilities."
GSOC Operator 2,"Santa Clara Valley (Cupertino), California, United States","Customer service experience
Flexibility to work various shifts in a 24X7 operation
Dependable, reliable, enthusiastic and has a drive for results
Ability to work independently and as an integral member of the team
Strong written and verbal communication skills
Ability to multitask and maintain excellent attention to detail in a dynamic work environment
Strong typing and computer skills needed","Previous GSOC or dispatching experience is a plus, but not required","Work as part of a customer service team in our 24 X 7 Global Security Operations Center (GSOC). You will have responsibilities that include:

-  Answer calls from employees globally, understand their needs, provide options for resolution, and raise issues to the appropriate resources for resolution.

-  Use technology to monitor and investigate alarms in various Apple buildings globally, dispatch Customer Service and Safety Specialists in the field, and coordinate larger issues with public safety agencies and the leadership team.

-  This position will support key business partners and enable Global Security initiatives that ensure a safe and secure environment.

-  Work closely with all Global Security teams (Operations, Crisis Management, Environmental Health & Safety, Intelligence, Investigations, Data Centers, as well as Facilities, Legal and HR.

-  Use GSOC software and systems for communications, video review, crisis management response, record keeping, and access control.

-  May be assigned to specialty role which are an extension of the GSOC.

-  Ability to write comprehensive incident summaries following events.

-  Assist in training and mentoring new operators in support of the GSOC team.","High School diploma (or GED) required

Some college or equivalent professional experience preferred"
SoC Architect - Interconnects - Herzliya,"Herzliya, Israel","6+ years of design, architecture, and production experience with emphasis on a complete understanding of architectural areas above, including:
Proven architectural modeling of functional, power, and performance characteristics. Proficiency in common programming languages (C/C++) is assumed.
Broad understanding of the overall SOC and platform architecture.
Strong multi-functional interpersonal skills.
Proven ability to lead multi-functional organizations.",,"You will be responsible for the definition, development and delivery of the SOC and platform architecture for Apple’s products.   AREAS OF INTEREST INCLUDE: Expertise in cache coherency protocols and NoC architectures Interconnect/fabric architectures such as routers, meshes, rings, cross-bars, etc. Architectural modeling to evaluate key metrics such as performance and power efficiency. Workload analysis and characterization.ֿ Bandwidth and latency QoS constraints for high-demand and real-time agents. Memory devices and interfaces, and multi-level cache hierarchies Familiarity with various memory ordering models: ARM, PCIe, etc.

RESPONSIBILITIES INCLUDE: 
Work closely with SOC, platform and system software architects and designers;  
Understand current and future requirements for system performance, energy, and associated production challenges. Workload based decision-making: collect, analyze and use appropriate workloads. Participate in the continued development, use, and promotion of performance and power modeling throughout Apple. Provide detailed architectural guidance at all levels of the design throughout the design process from concept through production. Make recommendation on key design tradeoffs across multiple product segments. Author & maintain relevant specifications and documentation. Recognize and understand technology and workload trends.",MS.c in EE/CS or PhD is Preferred
